time,earth_connectivity,mars_connectivity,total_connectivity,active_fso_links,data_rate_tbps,interplanetary_links,controller_coverage,traffic_scheduled,blocked_by_sun,blocked_by_earth,blocked_by_mars,acquisition_success_rate,navigation_assisted_pct,average_latency_ms
936.0,100.0,100.0,100.0,192,0.19149174163706353,129,100.0,8,32,0,0,31.06796116504854,21.875,1445.7516247956808
960.0,100.0,100.0,100.0,194,0.19412514220152916,130,100.0,8,32,0,0,31.13964686998395,21.649484536082475,1425.7953065336992
984.0,100.0,100.0,100.0,194,0.19371290954161569,130,100.0,8,32,0,0,30.842607313195547,21.649484536082475,1491.7820199492862
1008.0,100.0,100.0,100.0,195,0.19577339829888843,131,100.0,8,32,0,0,30.757097791798106,21.53846153846154,1443.7514772557586
1032.0,100.0,100.0,100.0,197,0.19686755197813402,133,100.0,8,32,0,0,30.829420970266042,21.82741116751269,1435.582420388265
1056.0,100.0,100.0,100.0,198,0.19834639630142945,134,100.0,8,32,0,0,30.793157076205286,21.71717171717172,1456.270524549413
1080.0,100.0,100.0,100.0,199,0.1985360975828209,135,100.0,8,32,0,0,30.757341576506953,21.608040201005025,1446.0699521216086
1104.0,100.0,100.0,100.0,199,0.19812439569671536,135,100.0,8,32,0,0,30.615384615384617,21.608040201005025,1456.1313175841647
1128.0,100.0,100.0,100.0,200,0.20029594077342414,136,100.0,8,32,0,0,30.58103975535168,21.5,1438.9054152867566
1152.0,100.0,100.0,100.0,200,0.19978745853045304,136,100.0,8,32,0,0,30.211480362537763,21.5,1409.5438965152478
1176.0,100.0,100.0,100.0,201,0.20077604436872384,137,100.0,8,32,0,0,30.08982035928144,21.393034825870647,1435.2865805711701
1200.0,100.0,100.0,100.0,202,0.20244038306211326,138,100.0,8,32,0,0,29.88165680473373,21.287128712871286,1417.0745256817984
1224.0,100.0,100.0,100.0,203,0.20320256479332546,139,100.0,8,32,0,0,29.809104258443465,21.67487684729064,1446.623806157519
1248.0,100.0,100.0,100.0,205,0.2050946257584176,141,100.0,8,32,0,0,29.839883551673946,21.951219512195124,1388.2662864784634
1272.0,100.0,100.0,100.0,206,0.2053265784343613,142,100.0,8,32,0,0,29.81186685962373,21.844660194174757,1378.3144694862663
1296.0,100.0,100.0,100.0,207,0.2066214844390103,143,100.0,8,32,0,0,29.74137931034483,22.22222222222222,1366.1793303424074
1320.0,100.0,100.0,100.0,207,0.20678208257027897,143,100.0,8,32,0,0,29.613733905579398,22.22222222222222,1356.2571958203291
1344.0,100.0,100.0,100.0,209,0.2076283257737829,145,100.0,8,32,0,0,29.85714285714286,22.48803827751196,1360.7625361984747
1368.0,100.0,100.0,100.0,209,0.20948094515607169,145,100.0,8,32,0,0,29.814550641940084,22.48803827751196,1376.965396800072
1392.0,100.0,100.0,100.0,210,0.2103155689459956,146,100.0,8,32,0,0,29.914529914529915,22.380952380952383,1359.8220094316819
1416.0,100.0,100.0,100.0,210,0.20982908387919882,146,100.0,8,32,0,0,29.914529914529915,22.380952380952383,1370.7343471302063
1440.0,100.0,100.0,100.0,210,0.21040871880834794,133,100.0,8,32,0,0,29.871977240398294,22.380952380952383,1337.4601165146016
1464.0,100.0,100.0,100.0,210,0.20875392422919803,133,100.0,8,32,0,0,29.829545454545453,22.380952380952383,1341.5054885081952
1488.0,100.0,100.0,100.0,210,0.2096489573925143,125,100.0,8,32,0,0,29.66101694915254,22.380952380952383,1358.4699320238115
1512.0,100.0,100.0,100.0,211,0.21201132565179714,133,100.0,8,32,0,0,29.760225669957684,22.748815165876778,1311.482244373776
1536.0,100.0,100.0,100.0,212,0.2124568739801798,164,100.0,8,156,0,0,29.775280898876407,23.11320754716981,1335.8096932055917
1560.0,100.0,100.0,100.0,213,0.21276505036790044,165,100.0,8,156,0,0,29.873772791023846,23.004694835680752,1283.8507923951663
1584.0,100.0,100.0,100.0,213,0.21271492774728515,165,100.0,8,156,0,0,29.790209790209794,23.004694835680752,1322.7789655076222
1608.0,100.0,100.0,100.0,213,0.21300095485422746,165,100.0,8,156,0,0,29.748603351955303,23.004694835680752,1337.9398202717564
1632.0,100.0,100.0,100.0,213,0.2134822194383674,165,100.0,8,156,0,0,29.707112970711297,23.004694835680752,1360.9112486793774
1656.0,100.0,100.0,100.0,213,0.21382145278737108,165,100.0,8,156,0,0,29.624478442280942,23.004694835680752,1359.7395953047658
1680.0,100.0,100.0,100.0,214,0.21381798632859772,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1380.533584624174
1704.0,100.0,100.0,100.0,214,0.21341850295706064,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1356.4895071885485
1728.0,100.0,100.0,100.0,214,0.21362476537851746,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1386.8543436508119
1752.0,100.0,100.0,100.0,214,0.2162526531910892,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1371.8609436163918
1776.0,100.0,100.0,100.0,214,0.21422033868876036,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1468.507100571231
1800.0,100.0,100.0,100.0,214,0.21367784296155154,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1452.6951429650178
1824.0,100.0,100.0,100.0,214,0.21452874912815412,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1403.3038559959389
1848.0,100.0,100.0,100.0,214,0.21364709707950919,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1419.5949480282652
1872.0,100.0,100.0,100.0,214,0.21439604939830872,166,100.0,8,160,0,0,29.72222222222222,23.364485981308412,1438.1146150724003
1896.0,100.0,100.0,100.0,214,0.2138981919958588,166,100.0,8,160,0,0,29.72222222222222,23.364485981308412,1494.4174360101772
1920.0,100.0,100.0,100.0,214,0.2142823873424928,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1504.0087265639238
1944.0,100.0,100.0,100.0,214,0.21442344714826023,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1467.2007312916655
1968.0,100.0,100.0,100.0,214,0.21420268684487023,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1499.0366250852844
1992.0,100.0,100.0,100.0,214,0.21358127629883533,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1506.7891629427895
2016.0,100.0,100.0,100.0,214,0.21390297130672511,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1542.384368427511
2040.0,100.0,100.0,100.0,214,0.21267755642613403,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1572.8725041017826
2064.0,100.0,100.0,100.0,214,0.21433133999948428,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1595.2456143019388
2088.0,100.0,100.0,100.0,214,0.21272585037249217,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1542.3618791139284
2112.0,100.0,100.0,100.0,214,0.21468160604739175,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1579.3448533734163
2136.0,100.0,100.0,100.0,214,0.21276562730871829,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1583.866474191184
2160.0,100.0,100.0,100.0,214,0.21482665798602266,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1597.9529422935675
2184.0,100.0,100.0,100.0,214,0.21329227896008715,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1598.9052681684404
2208.0,100.0,100.0,100.0,214,0.2154936604797275,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1613.7967448238521
2232.0,100.0,100.0,100.0,214,0.21280836827324603,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1680.0305370819306
2256.0,100.0,100.0,100.0,214,0.21369974332870578,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1684.9447388749795
2280.0,100.0,100.0,100.0,214,0.213952440578995,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1707.423198593215
2304.0,100.0,100.0,100.0,214,0.21332256520173298,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1710.935438252887
2328.0,100.0,100.0,100.0,214,0.2140487335639879,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1745.0939179480347
2352.0,100.0,100.0,100.0,214,0.214205097993912,174,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1727.8638661574948
2376.0,100.0,100.0,100.0,214,0.213399410106374,182,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1689.0874783262566
2400.0,100.0,100.0,100.0,214,0.2137335113153264,182,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1690.190231330456
2424.0,100.0,100.0,100.0,214,0.21515505085797765,182,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1725.6814223139352
2448.0,100.0,100.0,100.0,214,0.2141323966165623,182,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1685.608204990428
2472.0,100.0,100.0,100.0,214,0.21420988885453562,182,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1715.803377730694
2496.0,100.0,100.0,100.0,214,0.21445814145464215,182,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1705.745193359806
2520.0,100.0,100.0,100.0,214,0.2140677117751827,182,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1707.3047227894217
2544.0,100.0,100.0,100.0,214,0.21426438261950992,182,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1720.9580594730198
2568.0,100.0,100.0,100.0,214,0.21533734902941107,182,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1656.417036357516
2592.0,100.0,100.0,100.0,214,0.2139534696435114,182,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1687.288533896561
2616.0,100.0,100.0,100.0,214,0.21468535849191492,182,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1676.3947749022411
2640.0,100.0,100.0,100.0,214,0.2140739296657474,182,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1655.949793819942
2664.0,100.0,100.0,100.0,214,0.2133546738667384,182,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1678.3568133663432
2688.0,100.0,100.0,100.0,214,0.21226071513325084,182,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1720.1947907430235
2712.0,100.0,100.0,100.0,214,0.21347139286275005,182,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1701.5560369017192
2736.0,100.0,100.0,100.0,214,0.21462641687010345,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1674.9930627212452
2760.0,100.0,100.0,100.0,214,0.2147380588200935,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1684.8881873882738
2784.0,100.0,100.0,100.0,214,0.21480893098030773,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1646.8707296022135
2808.0,100.0,100.0,100.0,214,0.2154595865848028,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1669.245472626328
2832.0,100.0,100.0,100.0,214,0.21424438520645778,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1658.78978538739
2856.0,100.0,100.0,100.0,214,0.2152047916598529,166,100.0,8,156,0,0,29.72222222222222,23.364485981308412,1613.899468897913
2880.0,100.0,100.0,100.0,214,0.2135207664433676,166,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1635.8398816260103
2904.0,100.0,100.0,100.0,214,0.2132699443353724,166,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1634.746701569292
2928.0,100.0,100.0,100.0,214,0.21425256948395272,166,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1651.7688330986873
2952.0,100.0,100.0,100.0,214,0.21250700419957916,166,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1659.652093564611
2976.0,100.0,100.0,100.0,214,0.21354589513990607,166,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1632.135765607815
3000.0,100.0,100.0,100.0,214,0.2134154709964966,166,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1624.1181962113585
3024.0,100.0,100.0,100.0,214,0.2140922408852665,166,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1632.1107454740923
3048.0,100.0,100.0,100.0,214,0.2140113270534519,166,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1640.3107073178785
3072.0,100.0,100.0,100.0,214,0.21451457685463662,166,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1641.1032757494938
3096.0,100.0,100.0,100.0,214,0.2128837887246958,166,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1660.7881476471134
3120.0,100.0,100.0,100.0,214,0.21327757015751683,166,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1671.83788111581
3144.0,100.0,100.0,100.0,214,0.2140339462200678,166,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1657.9855960663235
3168.0,100.0,100.0,100.0,214,0.2131072600117865,162,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1676.218600544832
3192.0,100.0,100.0,100.0,214,0.21333534398870205,162,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1677.9043916717485
3216.0,100.0,100.0,100.0,214,0.21399991950456596,162,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1617.9079606458267
3240.0,100.0,100.0,100.0,214,0.21471520595073418,162,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1631.5931710065236
3264.0,100.0,100.0,100.0,214,0.21397334567703769,154,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1673.6540926927357
3288.0,100.0,100.0,100.0,214,0.21290112488777035,149,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1656.312619464733
3312.0,100.0,100.0,100.0,214,0.214322411591306,143,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1637.934745307761
3336.0,100.0,100.0,100.0,214,0.21471231420297515,143,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1648.8181358233376
3360.0,100.0,100.0,100.0,214,0.2133534532574959,133,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1643.645888204147
3384.0,100.0,100.0,100.0,214,0.21339928624040683,131,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1650.1871807615605
3408.0,100.0,100.0,100.0,214,0.21468168547523706,100,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1630.1508799167982
3432.0,100.0,100.0,100.0,214,0.21433212675372904,100,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1677.0954940148245
3456.0,100.0,100.0,100.0,214,0.2136291259674435,98,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1653.4317348013742
3480.0,100.0,100.0,100.0,214,0.21512048182827215,98,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1644.7778883766296
3504.0,100.0,100.0,100.0,214,0.21391063034400648,98,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1640.1421402518886
3528.0,100.0,100.0,100.0,214,0.21430617061716153,98,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1631.4016249954295
3552.0,100.0,100.0,100.0,214,0.21426487866521185,98,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1688.3836344646618
3576.0,100.0,100.0,100.0,214,0.21530776671450388,98,100.0,8,210,0,0,29.72222222222222,23.364485981308412,1671.8546444850915
3600.0,100.0,100.0,100.0,215,0.21565388974924973,98,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1629.287578840681
3624.0,100.0,100.0,100.0,215,0.2155197954332043,98,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1650.598380077949
3648.0,100.0,100.0,100.0,215,0.2142854664583438,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1637.2491563133633
3672.0,100.0,100.0,100.0,215,0.2162142412717468,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1673.9327137521316
3696.0,100.0,100.0,100.0,215,0.21470558586404734,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1663.0204189615774
3720.0,100.0,100.0,100.0,215,0.21507629754012242,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1670.99098586392
3744.0,100.0,100.0,100.0,215,0.2141636293981425,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1630.1787464806757
3768.0,100.0,100.0,100.0,215,0.21555478589661412,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1671.2235130023887
3792.0,100.0,100.0,100.0,215,0.21520708571347189,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1706.5063933519327
3816.0,100.0,100.0,100.0,215,0.21492233855961193,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1656.0081563941649
3840.0,100.0,100.0,100.0,215,0.2153213546831219,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1676.6375119837946
3864.0,100.0,100.0,100.0,215,0.2154281946689642,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1662.5198499579703
3888.0,100.0,100.0,100.0,215,0.21400444854802944,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1688.5057963925292
3912.0,100.0,100.0,100.0,215,0.21485167359501586,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1688.0095547458843
3936.0,100.0,100.0,100.0,215,0.21477846678541618,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1685.7248045895742
3960.0,100.0,100.0,100.0,215,0.21482976578900773,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1639.7386263707551
3984.0,100.0,100.0,100.0,215,0.21426726673394458,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1668.695033506042
4008.0,100.0,100.0,100.0,215,0.21573165822370602,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1662.5193588679672
4032.0,100.0,100.0,100.0,215,0.21424484105049474,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1660.1585121439923
4056.0,100.0,100.0,100.0,215,0.21326590227971085,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1666.5245128283227
4080.0,100.0,100.0,100.0,215,0.21553412171048822,80,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1708.0417072838259
4104.0,100.0,100.0,100.0,215,0.21609260410036532,80,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1638.650538597581
4128.0,100.0,100.0,100.0,215,0.2146636234729749,82,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1692.240022327066
4152.0,100.0,100.0,100.0,215,0.21569224692587438,82,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1697.29231827806
4176.0,100.0,100.0,100.0,215,0.21477245175816542,82,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1709.8857831344
4200.0,100.0,100.0,100.0,215,0.21277724366645556,82,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1682.748682987367
4224.0,100.0,100.0,100.0,215,0.2151872752720562,86,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1676.2524671947563
4248.0,100.0,100.0,100.0,215,0.21363702893675385,86,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1668.7952972995647
4272.0,100.0,100.0,100.0,215,0.21492827771767667,86,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1689.9937193576502
4296.0,100.0,100.0,100.0,215,0.21625233287476922,90,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1712.3574961963466
4320.0,100.0,100.0,100.0,215,0.21577246632565114,90,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1693.918687211761
4344.0,100.0,100.0,100.0,215,0.21438926120175858,92,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1719.0536970679902
4368.0,100.0,100.0,100.0,215,0.21586904089409142,94,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1715.5579242833448
4392.0,100.0,100.0,100.0,215,0.21536045350936486,94,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1708.6170344237703
4416.0,100.0,100.0,100.0,215,0.2151450980958503,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1702.0343225539136
4440.0,100.0,100.0,100.0,215,0.2149467153813805,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1678.5985193689028
4464.0,100.0,100.0,100.0,215,0.21578284652077026,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1741.9865593582879
4488.0,100.0,100.0,100.0,215,0.21463466576453202,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1677.8253632384353
4512.0,100.0,100.0,100.0,215,0.21484527654625096,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1725.9581792033437
4536.0,100.0,100.0,100.0,215,0.21589669131976552,96,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1710.375760512339
4560.0,100.0,100.0,100.0,215,0.21415548514206026,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1689.973025676633
4584.0,100.0,100.0,100.0,215,0.21523054640987788,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1738.855875705421
4608.0,100.0,100.0,100.0,215,0.21486808626851114,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1692.727753331001
4632.0,100.0,100.0,100.0,215,0.21549925842897888,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1729.1592698156317
4656.0,100.0,100.0,100.0,215,0.21561147583618234,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1765.8629497642257
4680.0,100.0,100.0,100.0,215,0.21447622138462527,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1724.4973020948635
4704.0,100.0,100.0,100.0,215,0.2148201918546064,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1727.7232777452448
4728.0,100.0,100.0,100.0,215,0.2139006148357235,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1753.2342731863964
4752.0,100.0,100.0,100.0,215,0.2152282608208015,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1746.5566713841051
4776.0,100.0,100.0,100.0,215,0.21589949864618244,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1765.2168665743675
4800.0,100.0,100.0,100.0,215,0.2148887381682732,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1749.1417199717332
4824.0,100.0,100.0,100.0,215,0.21519812635969957,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1740.612901896535
4848.0,100.0,100.0,100.0,215,0.21639174028473293,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1751.2483681141648
4872.0,100.0,100.0,100.0,215,0.2150244072603195,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1746.568274158721
4896.0,100.0,100.0,100.0,215,0.21561543065168323,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1733.6498463336718
4920.0,100.0,100.0,100.0,215,0.21451893411945053,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1755.3500049982758
4944.0,100.0,100.0,100.0,215,0.2154640123048197,100,100.0,8,210,0,0,29.86111111111111,23.72093023255814,1782.326403060918
